Feature_Name,Selection_Count,Selection_Frequency
ADC_IH_IntensityHistogramMedian_Intensity,4,0.8
Post2_IH_IntensityHistogramMode_Intensity,4,0.8
ADC_Morph_SurfaceToVolumeRatio_cm,2,0.4
ADC_GLSZM_LowGrayLevelZoneEmphasis,2,0.4
Post2_Morph_Compacity,2,0.4
Post2_IH_IntensityHistogram50thPercentile,2,0.4
ADC_GLCM_ClusterTendency,1,0.2
Post2_IH_IntensityHistogramMaximumGreyLevel_Intensity,1,0.2
Post2_IB_MaximumIntensity,1,0.2
Post2_IB_MedianIntensity,1,0.2
Post2_IH_IntensityHistogram25thPercentile,1,0.2
Post2_IH_MinimumHistogramGradientGreyLevel_Intensity,1,0.2
Post2_GLSZM_SmallZoneLowGreyLevelEmphasis,1,0.2
Post2_Morph_Compactness2,1,0.2
Post2_Morph_IntegratedIntensity_Intensity,1,0.2
Post2_Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,1,0.2
Post2_Morph_SphericalDisproportion,1,0.2
Post2_IB_50thIntensityPercentile,1,0.2
ADC_NGTDM_Strength,1,0.2
Post2_GLSZM_GreyLevelVariance,1,0.2
ADC_GLCM_DifferenceAverage,1,0.2
ADC_Morph_SphericalDisproportion,1,0.2
ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,1,0.2
ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,1,0.2
ADC_Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist,1,0.2
ADC_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,1,0.2
ADC_Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,1,0.2
ADC_IH_IntensityHistogramSkewness_Intensity,1,0.2
ADC_IH_IntensityHistogramMinimumGreyLevel_Intensity,1,0.2
ADC_IH_IntensityHistogramMeanAbsoluteDeviation_Intensity,1,0.2
ADC_IB_MedianIntensity,1,0.2
ADC_GLSZM_SmallZoneEmphasis,1,0.2
ADC_GLSZM_LargeZoneLowGreyLevelEmphasis,1,0.2
Post2_NGTDM_Busyness,1,0.2
