Feature_Name,Selection_Count,Selection_Frequency
ADC_GLCM_ClusterTendency,5,1.0
Post1_Morph_Asphericity,3,0.6
ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,3,0.6
ADC_NGTDM_Strength,3,0.6
Post1_GLSZM_SmallZoneLowGreyLevelEmphasis,3,0.6
ADC_GLSZM_LowGrayLevelZoneEmphasis,3,0.6
ADC_Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,3,0.6
Post1_IH_MinimumHistogramGradientGreyLevel_Intensity,2,0.4
Post1_IH_IntensityHistogramMode_Intensity,2,0.4
Post1_IB_MedianIntensity,2,0.4
ADC_Morph_Compactness2,2,0.4
Post1_IB_50thIntensityPercentile,2,0.4
Post1_Morph_Compacity,2,0.4
Post1_GLCM_InverseVariance,2,0.4
Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,2,0.4
ADC_Morph_Volume_cm3,2,0.4
ADC_Morph_Sphericity,2,0.4
Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,2,0.4
Post1_NGTDM_Coarseness,2,0.4
ADC_GLSZM_GreyLevelVariance,2,0.4
ADC_GLCM_DifferenceAverage,2,0.4
ADC_IB_IntensityVariance,2,0.4
ADC_IH_IntensityHistogramMedian_Intensity,2,0.4
ADC_GLRLM_RunEntropy,2,0.4
ADC_IH_IntensityHistogramMeanAbsoluteDeviation_Intensity,2,0.4
ADC_Morph_ApproximateVolume_cm3,1,0.2
ADC_GLSZM_LargeZoneLowGreyLevelEmphasis,1,0.2
Post1_IH_AreaUnderCurveCIVH_Intensity,1,0.2
Post1_IH_IntensityHistogram25thPercentile,1,0.2
Post1_IH_IntensityHistogram50thPercentile,1,0.2
Post1_IH_IntensityHistogramMaximumGreyLevel_Intensity,1,0.2
Post1_IH_IntensityHistogramMean_Intensity,1,0.2
Post1_IH_IntensityHistogramMedian_Intensity,1,0.2
Post1_IH_MinimumHistogramGradient_Intensity,1,0.2
Post1_IH_MaximumHistogramGradientGreyLevel_Intensity,1,0.2
ADC_GLRLM_ShortRunHighGreyLevelEmphasis,1,0.2
Post1_IB_MaximumIntensity,1,0.2
Post1_IH_Uniformity_Intensity,1,0.2
ADC_GLRLM_LowGreyLevelRunEmphasis,1,0.2
ADC_GLCM_SumAverage,1,0.2
Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,1,0.2
Post1_Morph_SphericalDisproportion,1,0.2
Post1_Morph_Sphericity,1,0.2
Post1_IB_MeanIntensity,1,0.2
Post1_IB_75thIntensityPercentile,1,0.2
Post1_IB_IntensityBasedQuartileCoefficientOfDispersion,1,0.2
ADC_NGTDM_Complexity,1,0.2
ADC_Morph_Compactness1,1,0.2
ADC_IH_MaximumHistogramGradient_Intensity,1,0.2
ADC_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,1,0.2
ADC_IH_IntensityHistogramMinimumGreyLevel_Intensity,1,0.2
ADC_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,1,0.2
ADC_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,1,0.2
ADC_Morph_SphericalDisproportion,1,0.2
ADC_IH_IntensityHistogramMaximumGreyLevel_Intensity,1,0.2
ADC_IH_IntensityHistogram50thPercentile,1,0.2
ADC_Morph_Compacity,1,0.2
ADC_GLCM_Correlation,1,0.2
ADC_IB_MaximumIntensity,1,0.2
Post1_GLCM_JointAverage,1,0.2
Post1_GLCM_SumAverage,1,0.2
Post1_GLRLM_HighGreyLevelRunEmphasis,1,0.2
Post1_GLRLM_LongRunLowGreyLevelEmphasis,1,0.2
Post1_GLRLM_ShortRunHighGreyLevelEmphasis,1,0.2
ADC_IB_AreaUnderCurveCIVH,1,0.2
Post1_GLCM_DifferenceEntropy,1,0.2
