Feature_Name,Selection_Count,Selection_Frequency
Post1_Morph_Compacity,3,0.6
Post1_IH_IntensityHistogramMode_Intensity,3,0.6
T2_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,2,0.4
Post2_Morph_Compacity,2,0.4
Post2_IH_IntensityHistogramMedian_Intensity,2,0.4
T2_IH_IntensityHistogramMinimumGreyLevel_Intensity,2,0.4
Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,2,0.4
Post2_GLCM_Correlation,2,0.4
Post1_Morph_Asphericity,2,0.4
Post1_IH_MinimumHistogramGradientGreyLevel_Intensity,2,0.4
T2_Morph_Compacity,1,0.2
T2_IH_MinimumHistogramGradientGreyLevel_Intensity,1,0.2
Post2_Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,1,0.2
T2_IH_IntensityHistogramRobustMeanAbsoluteDeviation_Intensity,1,0.2
T2_IH_IntensityHistogramKurtosis_Intensity,1,0.2
T2_IH_IntensityHistogramCoefficientOfVariation_Intensity,1,0.2
T2_IB_50thIntensityPercentile,1,0.2
T2_GLRLM_LongRunHighGreyLevelEmphasis,1,0.2
T2_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,1,0.2
T2_GLCM_SumVariance,1,0.2
T2_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,1,0.2
T2_GLCM_ClusterShade,1,0.2
Post2_NGTDM_Complexity,1,0.2
Post1_GLCM_Autocorrelation,1,0.2
Post2_Morph_RadiusRoiNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,1,0.2
Post2_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,1,0.2
Post1_GLCM_JointAverage,1,0.2
Post2_IH_IntensityHistogramMean_Intensity,1,0.2
Post2_IH_AreaUnderCurveCIVH_Intensity,1,0.2
Post2_IB_MeanIntensity,1,0.2
Post2_IB_AreaUnderCurveCIVH,1,0.2
Post2_GLCM_InverseVariance,1,0.2
Post2_GLCM_InverseDifferenceMoment,1,0.2
Post1_Morph_SphericalDisproportion,1,0.2
Post1_Morph_Compactness2,1,0.2
Post1_IB_TotalLesionGlycolysis,1,0.2
Post1_GLRLM_HighGreyLevelRunEmphasis,1,0.2
Post2_IH_MinimumHistogramGradientGreyLevel_Intensity,1,0.2
