Feature_Name,Selection_Count,Selection_Frequency
ADC_IH_IntensityHistogramMedian_Intensity,5,1.0
ADC_IB_MedianIntensity,4,0.8
Post1_Morph_Sphericity,3,0.6
Post2_IH_IntensityHistogramMode_Intensity,3,0.6
Post2_GLCM_Autocorrelation,3,0.6
Post1_Morph_Compactness2,3,0.6
Post1_IH_IntensityHistogramMode_Intensity,2,0.4
Pre_GLSZM_HighGrayLevelZoneEmphasis,2,0.4
ADC_IB_AreaUnderCurveCIVH,2,0.4
Post1_Morph_Compactness1,2,0.4
Post1_IH_MinimumHistogramGradientGreyLevel_Intensity,2,0.4
ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,2,0.4
ADC_IB_RootMeanSquareIntensity,2,0.4
T2_GLCM_ClusterShade,2,0.4
Pre_GLCM_ClusterProminence,2,0.4
Pre_GLSZM_GreyLevelVariance,1,0.2
Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,1,0.2
Pre_Morph_Compactness2,1,0.2
Pre_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,1,0.2
Pre_NGTDM_Complexity,1,0.2
T2_GLCM_ClusterProminence,1,0.2
T2_GLCM_SumVariance,1,0.2
Pre_Morph_Compactness1,1,0.2
T2_GLSZM_GreyLevelVariance,1,0.2
T2_GLSZM_NormalisedZoneSizeNonUniformity,1,0.2
ADC_GLSZM_GreyLevelVariance,1,0.2
Post2_GLSZM_HighGrayLevelZoneEmphasis,1,0.2
Post2_GLRLM_HighGreyLevelRunEmphasis,1,0.2
Post1_GLSZM_ZoneSizeVariance,1,0.2
Post1_GLCM_InverseDifferenceMoment,1,0.2
ADC_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,1,0.2
ADC_IH_IntensityHistogramVariance_Intensity,1,0.2
ADC_IH_IntensityHistogramMean_Intensity,1,0.2
ADC_IB_MeanIntensity,1,0.2
ADC_IB_IntensityVariance,1,0.2
ADC_IB_IntensityRange,1,0.2
ADC_IB_IntensityBasedEnergy,1,0.2
T2_IB_IntensityBasedEnergy,1,0.2
