Feature_Name,Selection_Count,Selection_Frequency
Pre_Morph_Compactness2,5,1.0
ADC_IH_IntensityHistogramMedian_Intensity,5,1.0
ADC_FEATURE_RESULTS,4,0.8
Pre_IB_AreaUnderCurveCIVH,4,0.8
Pre_Morph_Compactness1,4,0.8
Pre_IH_IntensityHistogramMinimumGreyLevel_Intensity,3,0.6
Pre_IB_IntensitySkewness,3,0.6
Pre_Morph_Sphericity,3,0.6
ADC_IB_MedianIntensity,3,0.6
Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,2,0.4
Pre_IB_IntensityBasedCoefficientOfVariation,2,0.4
Pre_IB_IntensityBasedEnergy,2,0.4
Pre_IB_IntensityBasedQuartileCoefficientOfDispersion,2,0.4
Pre_IB_MaximumIntensity,2,0.4
Pre_IH_IntensityHistogramVariance_Intensity,2,0.4
Pre_IH_IntensityHistogramSkewness_Intensity,2,0.4
ADC_IB_StandardDeviation,1,0.2
ADC_GLSZM_SmallZoneEmphasis,1,0.2
Pre_IH_IntensityHistogramMode_Intensity,1,0.2
Pre_GLCM_ClusterProminence,1,0.2
Pre_IH_IntensityHistogramMean_Intensity,1,0.2
Pre_IH_IntensityHistogramKurtosis_Intensity,1,0.2
Pre_IB_50thIntensityPercentile,1,0.2
Pre_IB_RootMeanSquareIntensity,1,0.2
ADC_GLCM_ClusterTendency,1,0.2
Pre_IB_IntensityInterquartileRange,1,0.2
ADC_IH_IntensityHistogramStd_Intensity,1,0.2
Pre_IB_TotalLesionGlycolysis,1,0.2
