Feature_Name,Selection_Count,Selection_Frequency
Post1_Morph_SphericalDisproportion,3,0.6
Post2_IH_IntensityHistogramMode_Intensity,3,0.6
Post1_Morph_Compacity,2,0.4
Post1_IH_IntensityHistogramMode_Intensity,2,0.4
Post1_Morph_Asphericity,2,0.4
Post2_Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,1,0.2
Post2_Morph_Asphericity,1,0.2
Post2_IH_IntensityHistogramMinimumGreyLevel_Intensity,1,0.2
Post2_IB_AreaUnderCurveCIVH,1,0.2
Post2_GLSZM_SmallZoneEmphasis,1,0.2
Post2_GLCM_InverseVariance,1,0.2
Post1_GLCM_ClusterShade,1,0.2
Post1_Morph_Compactness2,1,0.2
Post1_GLCM_JointAverage,1,0.2
Post1_IH_MinimumHistogramGradientGreyLevel_Intensity,1,0.2
Post1_IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity,1,0.2
Post1_IB_75thIntensityPercentile,1,0.2
Post1_GLSZM_GreyLevelNonUniformity,1,0.2
Post1_GLRLM_HighGreyLevelRunEmphasis,1,0.2
Post1_GLCM_JointMaximum,1,0.2
Post2_Morph_SphericalDisproportion,1,0.2
