Feature_Name,Selection_Count,Selection_Frequency
Post1_Morph_Compactness1,3,0.6
Post1_IH_IntensityHistogramMode_Intensity,3,0.6
Post1_Morph_Sphericity,3,0.6
Pre_GLCM_ClusterProminence,2,0.4
Post1_IB_50thIntensityPercentile,2,0.4
Post1_IH_MinimumHistogramGradientGreyLevel_Intensity,2,0.4
Pre_Morph_Volume_cm3,2,0.4
Post1_IB_IntensityBasedQuartileCoefficientOfDispersion,2,0.4
Post1_IB_TotalLesionGlycolysis,1,0.2
Post1_IB_IntensityBasedEnergy,1,0.2
Post1_IB_IntensityBasedCoefficientOfVariation,1,0.2
Post1_IB_75thIntensityPercentile,1,0.2
Pre_GLRLM_ShortRunLowGreyLevelEmphasis,1,0.2
Pre_GLSZM_GreyLevelVariance,1,0.2
Pre_IH_IntensityHistogramRange_Intensity,1,0.2
Pre_Morph_Compactness1,1,0.2
Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,1,0.2
Pre_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,1,0.2
Post1_GLCM_InverseDifferenceMoment,1,0.2
