Triple_Tag,Dataset_A,Dataset_B,Dataset_C,Experiment_ID,FS_METHOD,Model,Run_Name_No_SMOTE,Run_Name_SMOTE,Mean_AUC_No_SMOTE,Mean_AUC_SMOTE,Delta_Mean_AUC_SMOTE_minus_No_SMOTE,Std_AUC_No_SMOTE,Std_AUC_SMOTE,Delta_Std_AUC_SMOTE_minus_No_SMOTE,Pooled_AUC_No_SMOTE,Pooled_AUC_SMOTE,Delta_Pooled_AUC_SMOTE_minus_No_SMOTE,Mean_PR_AUC_No_SMOTE,Mean_PR_AUC_SMOTE,Delta_Mean_PR_AUC_SMOTE_minus_No_SMOTE,Pooled_PR_AUC_No_SMOTE,Pooled_PR_AUC_SMOTE,Delta_Pooled_PR_AUC_SMOTE_minus_No_SMOTE,Mean_Bal_Acc_No_SMOTE,Mean_Bal_Acc_SMOTE,Delta_Mean_Bal_Acc_SMOTE_minus_No_SMOTE,Pooled_Bal_Acc_No_SMOTE,Pooled_Bal_Acc_SMOTE,Delta_Pooled_Bal_Acc_SMOTE_minus_No_SMOTE,Mean_F1_No_SMOTE,Mean_F1_SMOTE,Delta_Mean_F1_SMOTE_minus_No_SMOTE,Pooled_F1_No_SMOTE,Pooled_F1_SMOTE,Delta_Pooled_F1_SMOTE_minus_No_SMOTE,Avg_Features_No_SMOTE,Avg_Features_SMOTE,Delta_Avg_Features_SMOTE_minus_No_SMOTE,N_Unique_Selected_Features_No_SMOTE,N_Unique_Selected_Features_SMOTE,Delta_N_Unique_Selected_Features_SMOTE_minus_No_SMOTE
ADC_Post1_Post2,ADC,Post1,Post2,corr_mrmr_auto_k,corr_mrmr,ExtraTrees,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7230555555555556,0.7197222222222222,-0.0033333333333334103,0.0417927796676736,0.0586700142486131,0.016877234580939503,0.7069841269841269,0.6847619047619048,-0.022222222222222143,0.7870840994379908,0.769396473300535,-0.017687626137455892,0.7022011138968054,0.7339288265589947,0.03172771266218932,0.7046825396825397,0.6872222222222222,-0.01746031746031751,0.6812698412698412,0.6612698412698412,-0.020000000000000018,0.711440995651522,0.7002688344793608,-0.011172161172161132,0.7049180327868853,0.6935483870967742,-0.011369645690111008,10.4,10.4,0.0,38,38,0
ADC_Post1_Post2,ADC,Post1,Post2,corr_mrmr_auto_k,corr_mrmr,GradientBoosting,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7660714285714285,0.7490873015873015,-0.01698412698412699,0.0565745549881644,0.0506625913346897,-0.005911963653474697,0.7314285714285715,0.7155555555555555,-0.01587301587301604,0.8275379790068366,0.780336206721654,-0.04720177228518252,0.8011849239487139,0.761809880240728,-0.039375043707985835,0.6986507936507937,0.6971825396825397,-0.0014682539682540074,0.6671428571428571,0.6853968253968254,0.0182539682539683,0.7178716020821284,0.6953471835510816,-0.022524418531046808,0.7086614173228346,0.6949152542372882,-0.013746163085546437,10.4,10.4,0.0,38,38,0
ADC_Post1_Post2,ADC,Post1,Post2,corr_mrmr_auto_k,corr_mrmr,KNN,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6784920634920635,0.6554166666666666,-0.023075396825396832,0.0898107665980319,0.1137895631806296,0.023978796582597703,0.649047619047619,0.6209523809523809,-0.028095238095238062,0.7356087906024881,0.7087842522142241,-0.02682453838826393,0.687485839525862,0.6746118245012168,-0.012874015024645136,0.6024603174603175,0.5721428571428572,-0.0303174603174603,0.5933333333333333,0.5557142857142857,-0.03761904761904755,0.6492036948558687,0.5931490603904397,-0.05605463446542902,0.6511627906976745,0.5901639344262295,-0.06099885627144497,10.4,10.4,0.0,38,38,0
ADC_Post1_Post2,ADC,Post1,Post2,corr_mrmr_auto_k,corr_mrmr,LightGBM,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7463888888888889,0.7344841269841271,-0.011904761904761751,0.0521435819330651,0.1087944717686866,0.056650889835621505,0.6863492063492064,0.688888888888889,0.0025396825396826195,0.798438115280282,0.7932411733718302,-0.005196941908451769,0.7658777802509102,0.7793716540040132,0.013493873753102958,0.6705158730158731,0.7008333333333333,0.030317460317460188,0.6453968253968254,0.6771428571428572,0.031746031746031744,0.6801674718196458,0.7184656084656085,0.03829813664596271,0.6721311475409836,0.7142857142857143,0.042154566744730726,10.4,10.4,0.0,38,38,0
ADC_Post1_Post2,ADC,Post1,Post2,corr_mrmr_auto_k,corr_mrmr,LogisticRegression,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7773015873015873,0.7868253968253968,0.00952380952380949,0.073696961446726,0.0724679232434526,-0.0012290382032733999,0.7565079365079365,0.7660317460317461,0.009523809523809601,0.8283830077799191,0.8292216714668801,0.0008386636869609498,0.80910013080489,0.8143951537541139,0.005295022949223904,0.6887698412698413,0.6944444444444444,0.00567460317460311,0.6774603174603174,0.6933333333333334,0.015873015873015928,0.6919786096256685,0.7118416347381864,0.019863025112517918,0.6837606837606838,0.7058823529411765,0.022121669180492742,10.4,10.4,0.0,38,38,0
ADC_Post1_Post2,ADC,Post1,Post2,corr_mrmr_auto_k,corr_mrmr,NaiveBayes,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6690873015873016,0.648531746031746,-0.02055555555555555,0.0898816444137484,0.0643172566160456,-0.025564387797702787,0.6447619047619046,0.6288888888888888,-0.015873015873015817,0.7606973392730497,0.7432510186327146,-0.017446320640335133,0.7090026429008898,0.6831764316233093,-0.025826211277580446,0.5617460317460317,0.5706746031746032,0.008928571428571508,0.5609523809523809,0.5809523809523809,0.020000000000000018,0.66379803982096,0.668769304188776,0.004971264367816031,0.6713286713286714,0.6808510638297872,0.009522392501115862,10.4,10.4,0.0,38,38,0
ADC_Post1_Post2,ADC,Post1,Post2,corr_mrmr_auto_k,corr_mrmr,RandomForest,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7717857142857143,0.7522619047619048,-0.0195238095238095,0.0484992071219602,0.0562593739564732,0.007760166834512999,0.7371428571428571,0.6952380952380952,-0.04190476190476189,0.8075322521007567,0.7830336272687985,-0.024498624831958193,0.7468241767456385,0.7149752958412108,-0.03184888090442772,0.724920634920635,0.7058730158730159,-0.01904761904761909,0.6971428571428572,0.6750793650793651,-0.02206349206349212,0.731833568595819,0.7283361719949741,-0.0034973966008449153,0.7258064516129032,0.71875,-0.007056451612903247,10.4,10.4,0.0,38,38,0
ADC_Post1_Post2,ADC,Post1,Post2,corr_mrmr_auto_k,corr_mrmr,SVM_Linear,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7717857142857143,0.7664682539682539,-0.005317460317460387,0.0922728189482366,0.069787587594157,-0.022485231354079607,0.7317460317460316,0.7368253968253968,0.005079365079365239,0.8303098293571761,0.8211562786304547,-0.009153550726721416,0.7812346512750787,0.7827696023735531,0.0015349510984743464,0.6750396825396826,0.6871825396825397,0.012142857142857122,0.650952380952381,0.6771428571428572,0.02619047619047621,0.7219047619047619,0.7188148148148148,-0.0030899470899471426,0.7164179104477612,0.7142857142857143,-0.002132196162046851,10.4,10.4,0.0,38,38,0
ADC_Post1_Post2,ADC,Post1,Post2,corr_mrmr_auto_k,corr_mrmr,SVM_RBF,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7506746031746032,0.7436111111111111,-0.007063492063492105,0.0835672830940966,0.0760840029848856,-0.007483280109210996,0.6834920634920635,0.7093650793650793,0.025873015873015826,0.8158350505742579,0.8099699836504941,-0.005865066923763762,0.7510360918859165,0.7531515663736336,0.002115474487717095,0.6471428571428571,0.673452380952381,0.026309523809523894,0.6150793650793651,0.6512698412698412,0.036190476190476106,0.6903119868637109,0.6933333333333334,0.003021346469622488,0.6865671641791045,0.688,0.0014328358208954839,10.4,10.4,0.0,38,38,0
ADC_Post1_Post2,ADC,Post1,Post2,corr_mrmr_auto_k,corr_mrmr,XGBoost,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7301984126984127,0.7161507936507936,-0.014047619047619087,0.0693539546489399,0.062323522576667,-0.007030432072272899,0.7158730158730158,0.7066666666666666,-0.009206349206349218,0.8004106447704403,0.79861034400083,-0.0018003007696103523,0.7741832702130871,0.7734219303188672,-0.0007613398942198923,0.6508730158730158,0.665079365079365,0.014206349206349222,0.6292063492063492,0.6553968253968254,0.02619047619047621,0.6915527560106586,0.6859077401727129,-0.005645015837945633,0.6821705426356589,0.6776859504132231,-0.0044845922224358015,10.4,10.4,0.0,38,38,0
