Feature_Name,Selection_Count,Selection_Frequency
Post1_IH_IntensityHistogramMode_Intensity,3,0.6
ADC_IH_IntensityHistogramMedian_Intensity,3,0.6
Post1_GLSZM_LargeZoneLowGreyLevelEmphasis,3,0.6
T2_GLCM_ClusterShade,2,0.4
Post1_Morph_Sphericity,2,0.4
ADC_GLSZM_GreyLevelVariance,2,0.4
Post1_Morph_Compactness1,1,0.2
T2_Morph_Compacity,1,0.2
T2_GLSZM_NormalisedZoneSizeNonUniformity,1,0.2
T2_GLCM_SumVariance,1,0.2
Post1_Morph_Compactness2,1,0.2
ADC_GLCM_ClusterTendency,1,0.2
Post1_IH_MinimumHistogramGradientGreyLevel_Intensity,1,0.2
Post1_GLSZM_NormalisedZoneSizeNonUniformity,1,0.2
Post1_GLSZM_LargeZoneHighGreyLevelEmphasis,1,0.2
Post1_GLSZM_GreyLevelVariance,1,0.2
Post1_GLRLM_ShortRunHighGreyLevelEmphasis,1,0.2
ADC_IB_MedianIntensity,1,0.2
T2_Morph_Volume_cm3,1,0.2
