Feature_Name,Selection_Count,Selection_Frequency
Post1_Morph_Compacity,3,0.6
Post1_IH_IntensityHistogramMode_Intensity,3,0.6
Post1_Morph_Asphericity,2,0.4
Post1_GLRLM_HighGreyLevelRunEmphasis,2,0.4
ADC_GLCM_Correlation,2,0.4
ADC_GLCM_DifferenceAverage,2,0.4
Post1_GLRLM_LowGreyLevelRunEmphasis,2,0.4
ADC_Morph_Compactness2,2,0.4
Post1_GLSZM_SmallZoneLowGreyLevelEmphasis,2,0.4
Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,2,0.4
ADC_GLSZM_GreyLevelVariance,2,0.4
ADC_IH_MaximumHistogramGradient_Intensity,2,0.4
ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,2,0.4
Post1_IH_MinimumHistogramGradientGreyLevel_Intensity,2,0.4
ADC_IH_IntensityHistogramMinimumGreyLevel_Intensity,2,0.4
ADC_GLCM_AngularSecondMoment,1,0.2
Post1_IB_IntensityBasedEnergy,1,0.2
Post1_IB_25thIntensityPercentile,1,0.2
Post1_IB_MedianIntensity,1,0.2
Post1_GLSZM_GreyLevelNonUniformity,1,0.2
Post1_IB_IntensityBasedQuartileCoefficientOfDispersion,1,0.2
Post1_IH_IntensityHistogram50thPercentile,1,0.2
Post1_IB_MinimumIntensity,1,0.2
Post1_IB_TotalLesionGlycolysis,1,0.2
Post1_IH_MaximumHistogramGradientGreyLevel_Intensity,1,0.2
Post1_IH_Uniformity_Intensity,1,0.2
Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,1,0.2
Post1_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,1,0.2
Post1_Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,1,0.2
Post1_GLRLM_LongRunHighGreyLevelEmphasis,1,0.2
ADC_Morph_SurfaceToVolumeRatio_cm,1,0.2
Post1_GLRLM_GreyLevelNonUniformity,1,0.2
Post1_GLCM_Contrast,1,0.2
ADC_GLRLM_LowGreyLevelRunEmphasis,1,0.2
ADC_GLRLM_RunEntropy,1,0.2
ADC_GLRLM_ShortRunHighGreyLevelEmphasis,1,0.2
ADC_GLRLM_ShortRunLowGreyLevelEmphasis,1,0.2
ADC_GLSZM_LargeZoneHighGreyLevelEmphasis,1,0.2
ADC_GLSZM_NormalisedZoneSizeNonUniformity,1,0.2
ADC_GLSZM_SmallZoneEmphasis,1,0.2
ADC_IB_MaximumIntensity,1,0.2
ADC_IB_MedianIntensity,1,0.2
ADC_IH_IntensityHistogramMaximumGreyLevel_Intensity,1,0.2
ADC_IH_IntensityHistogramMedian_Intensity,1,0.2
ADC_IH_IntensityHistogramSkewness_Intensity,1,0.2
ADC_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,1,0.2
ADC_Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist,1,0.2
ADC_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,1,0.2
ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,1,0.2
ADC_Morph_Sphericity,1,0.2
ADC_GLCM_ClusterTendency,1,0.2
Post1_GLCM_ClusterShade,1,0.2
Post1_Morph_SphericalDisproportion,1,0.2
